2026-04-25 23:25:19,28.9,71.0,1
2026-04-25 23:25:21,28.9,71.0,1
2026-04-25 23:25:23,28.9,71.0,1
2026-04-25 23:25:25,28.9,71.0,1
2026-04-25 23:25:28,28.9,71.0,1
2026-04-25 23:25:30,28.9,71.0,1
2026-04-25 23:25:32,28.9,71.0,1
2026-04-25 23:25:34,28.9,71.0,1
2026-04-25 23:25:36,28.9,71.0,1
2026-04-25 23:25:39,28.9,71.0,1
2026-04-25 23:25:41,28.9,71.0,1
2026-04-25 23:25:43,28.9,71.0,1
2026-04-25 23:25:45,28.9,71.0,1
2026-04-25 23:25:47,28.9,71.0,1
2026-04-25 23:25:49,28.9,71.0,1
2026-04-25 23:25:52,28.9,71.0,1
2026-04-25 23:25:54,28.9,71.0,1
2026-04-25 23:25:56,28.9,71.0,1
2026-04-25 23:25:58,28.9,71.0,1
2026-04-25 23:26:00,28.9,71.0,1
2026-04-25 23:26:03,28.9,71.0,1
2026-04-25 23:26:05,28.9,71.0,1
2026-04-25 23:26:07,28.9,71.0,1
2026-04-25 23:26:09,28.9,71.0,1
2026-04-25 23:26:11,28.9,71.0,1
2026-04-25 23:26:13,28.9,71.0,1
2026-04-25 23:26:16,28.9,71.0,1
2026-04-25 23:26:18,28.9,71.0,1
2026-04-25 23:26:20,28.9,71.0,1
2026-04-25 23:26:22,28.9,71.0,1
2026-04-25 23:26:24,28.9,71.0,1
2026-04-25 23:26:26,28.9,71.0,1
2026-04-25 23:26:29,28.9,71.0,1
2026-04-25 23:26:31,28.9,71.0,1
2026-04-25 23:26:33,28.9,71.0,1
2026-04-25 23:26:35,28.9,71.0,1
2026-04-25 23:26:37,28.9,71.0,1
2026-04-25 23:26:39,28.9,71.0,1
2026-04-25 23:26:42,28.9,71.0,1
2026-04-25 23:26:44,28.9,71.0,1
2026-04-25 23:26:46,28.9,71.0,1
2026-04-25 23:26:48,28.9,71.0,1
2026-04-25 23:26:50,28.9,71.0,1
2026-04-25 23:26:52,28.9,71.0,1
2026-04-25 23:26:55,28.9,71.0,1
2026-04-25 23:26:57,28.9,71.0,1
2026-04-25 23:26:59,28.9,71.0,1
2026-04-25 23:27:01,28.9,71.0,1
2026-04-25 23:27:03,28.9,71.0,1
2026-04-25 23:27:06,28.9,71.0,1
2026-04-25 23:27:08,28.9,71.0,1
2026-04-25 23:27:10,28.9,71.0,1
2026-04-25 23:27:12,28.9,71.0,1
2026-04-25 23:27:14,28.9,71.0,1
2026-04-25 23:27:17,28.9,71.0,1
2026-04-25 23:27:19,28.9,71.0,1
2026-04-25 23:27:21,28.9,71.0,1
2026-04-25 23:27:23,28.9,71.0,1
2026-04-25 23:27:25,28.9,71.0,1
2026-04-25 23:27:28,28.9,71.0,1
2026-04-25 23:27:30,28.9,71.0,1
2026-04-25 23:27:32,28.9,71.0,1
2026-04-25 23:27:34,28.9,71.0,1
2026-04-25 23:27:36,28.9,71.0,1
2026-04-25 23:27:38,28.9,71.0,1
2026-04-25 23:27:41,28.9,71.0,1
2026-04-25 23:27:43,28.9,71.0,1
2026-04-25 23:27:45,28.9,71.0,1
2026-04-25 23:27:47,28.9,71.0,1
2026-04-25 23:27:49,28.9,71.0,1
2026-04-25 23:27:51,28.9,71.0,1
2026-04-25 23:27:54,28.9,71.0,1
2026-04-25 23:27:56,28.9,71.0,1
2026-04-25 23:27:58,28.9,71.0,1
2026-04-25 23:28:00,28.9,71.0,1
2026-04-25 23:28:02,28.9,71.0,1
2026-04-25 23:28:05,28.9,71.0,1
2026-04-25 23:28:07,28.9,71.0,1
2026-04-25 23:28:10,28.9,71.0,1
2026-04-25 23:28:12,28.9,71.0,1
2026-04-25 23:28:14,28.9,71.0,1
2026-04-25 23:28:17,28.9,71.0,1
2026-04-25 23:28:19,28.9,71.0,1
2026-04-25 23:28:21,28.9,71.0,1
2026-04-25 23:28:23,28.9,71.0,1
2026-04-25 23:28:25,28.9,71.0,1
2026-04-25 23:28:27,28.9,71.0,1
2026-04-25 23:28:30,28.9,71.0,1
2026-04-25 23:28:32,28.9,71.0,1
2026-04-25 23:28:35,28.9,71.0,1
2026-04-25 23:28:37,28.9,71.0,1
2026-04-25 23:28:39,28.9,71.0,1
