2026-04-25 23:19:55,29.8,72.0,1,4095,0
2026-04-25 23:19:58,29.8,72.0,1,4095,0
2026-04-25 23:20:01,29.8,72.0,1,4095,0
2026-04-25 23:20:04,29.8,72.0,1,4095,0
2026-04-25 23:20:08,29.8,72.0,1,4095,0
2026-04-25 23:20:11,29.8,72.0,1,4095,0
2026-04-25 23:20:14,29.8,72.0,1,4095,0
2026-04-25 23:20:17,29.8,72.0,1,4095,0
2026-04-25 23:20:20,29.8,72.0,1,4095,0
2026-04-25 23:20:24,29.8,72.0,1,4095,0
2026-04-25 23:20:27,29.8,72.0,1,4095,0
2026-04-25 23:20:30,29.8,72.0,1,4095,0
2026-04-25 23:20:33,29.8,72.0,1,4095,0
2026-04-25 23:20:36,29.8,72.0,1,4095,0
2026-04-25 23:20:39,29.8,72.0,1,4095,0
2026-04-25 23:20:42,29.8,72.0,1,4095,0
2026-04-25 23:20:46,29.8,72.0,1,4095,0
2026-04-25 23:20:49,29.8,72.0,1,4095,0
2026-04-25 23:20:52,29.8,72.0,1,4095,0
2026-04-25 23:20:55,29.8,72.0,1,4095,0
2026-04-25 23:20:58,29.8,72.0,1,4095,0
2026-04-25 23:21:02,29.8,72.0,1,4095,0
2026-04-25 23:21:05,29.8,72.0,1,4095,0
2026-04-25 23:21:08,29.8,72.0,1,4095,0
2026-04-25 23:21:11,29.8,72.0,1,4095,0
2026-04-25 23:21:14,29.8,72.0,1,4095,0
2026-04-25 23:21:17,29.8,72.0,1,4095,0
2026-04-25 23:21:20,29.8,72.0,1,4095,0
2026-04-25 23:21:23,29.8,72.0,1,4095,0
2026-04-25 23:21:27,29.8,72.0,1,4095,0
2026-04-25 23:21:30,29.8,72.0,1,4095,0
2026-04-25 23:21:33,29.8,72.0,1,4095,0
2026-04-25 23:21:36,29.8,71.0,1,4095,0
2026-04-25 23:21:39,29.8,71.0,1,4095,0
2026-04-25 23:21:45,29.8,71.0,1,4095,0
2026-04-25 23:21:48,29.8,71.0,1,4095,0
2026-04-25 23:21:51,29.8,71.0,1,4095,0
2026-04-25 23:21:54,29.8,71.0,1,4095,0
2026-04-25 23:21:58,29.8,71.0,1,4095,0
2026-04-25 23:22:01,29.8,71.0,1,4095,0
2026-04-25 23:22:04,29.8,71.0,1,4095,0
2026-04-25 23:22:07,29.8,71.0,1,4095,0
2026-04-25 23:22:10,29.8,71.0,1,4095,0
2026-04-25 23:22:13,29.8,71.0,1,4095,0
2026-04-25 23:22:16,29.8,72.0,1,4095,0
2026-04-25 23:22:19,29.8,71.0,1,4095,0
2026-04-25 23:22:23,29.8,71.0,1,4095,0
2026-04-25 23:22:26,29.8,71.0,1,4095,0
2026-04-25 23:22:29,29.8,71.0,1,4095,0
2026-04-25 23:22:32,29.8,71.0,1,4095,0
2026-04-25 23:22:35,29.8,71.0,1,4095,0
2026-04-25 23:22:38,29.8,71.0,1,4095,0
2026-04-25 23:22:41,29.8,71.0,1,4095,0
2026-04-25 23:22:46,29.8,71.0,1,4095,0
2026-04-25 23:22:49,29.8,71.0,1,4095,0
2026-04-25 23:22:52,29.8,71.0,1,4095,0
2026-04-25 23:22:55,29.8,71.0,1,4095,0
2026-04-25 23:22:58,29.8,70.0,1,4095,0
2026-04-25 23:23:01,29.8,70.0,1,4095,0
2026-04-25 23:23:04,29.8,70.0,1,4095,0
2026-04-25 23:23:08,29.8,70.0,1,4095,0
2026-04-25 23:23:11,29.8,70.0,1,4095,0
2026-04-25 23:23:14,29.8,70.0,1,4095,0
2026-04-25 23:23:17,29.8,70.0,1,4095,0
2026-04-25 23:23:20,29.8,70.0,1,4095,0
2026-04-25 23:23:23,29.8,71.0,1,4095,0
2026-04-25 23:23:27,29.8,71.0,1,4095,0
2026-04-25 23:23:30,29.8,71.0,1,4095,0
2026-04-25 23:23:33,29.8,71.0,1,4095,0
2026-04-25 23:23:36,29.8,70.0,1,4095,0
2026-04-25 23:23:39,29.8,70.0,1,4095,0
2026-04-25 23:23:42,29.8,70.0,1,4095,0
2026-04-25 23:23:45,29.8,70.0,1,4095,0
2026-04-25 23:23:49,29.8,70.0,1,4095,0
2026-04-25 23:23:52,29.8,70.0,1,4095,0
2026-04-25 23:23:55,29.8,70.0,1,4095,0
2026-04-25 23:23:58,29.8,70.0,1,4095,0
2026-04-25 23:24:01,29.8,70.0,1,4095,0
2026-04-25 23:24:04,29.8,70.0,1,4095,0
2026-04-25 23:24:07,29.8,70.0,1,4095,0
2026-04-25 23:24:10,29.8,70.0,1,4095,0
2026-04-25 23:24:14,29.8,70.0,1,4095,0
2026-04-25 23:24:17,29.8,70.0,1,4095,0
2026-04-25 23:24:20,29.8,70.0,1,4095,0
2026-04-25 23:24:23,29.8,70.0,1,4095,0
2026-04-25 23:24:26,29.8,69.0,1,4095,0
2026-04-25 23:24:30,29.8,69.0,1,4095,0
2026-04-25 23:24:33,29.8,69.0,1,4095,0
2026-04-25 23:24:36,29.8,69.0,1,4095,0
2026-04-25 23:24:39,29.8,69.0,1,4095,0
2026-04-25 23:24:42,29.8,69.0,1,4095,0
2026-04-25 23:24:45,29.8,69.0,1,4095,0
2026-04-25 23:24:48,29.8,69.0,1,4095,0
2026-04-25 23:24:51,29.8,69.0,1,4095,0
2026-04-25 23:24:55,29.8,69.0,1,4095,0
2026-04-25 23:24:58,29.8,69.0,1,4095,0
2026-04-25 23:25:01,29.8,69.0,1,4095,0
2026-04-25 23:25:04,29.8,69.0,1,4095,0
2026-04-25 23:25:07,29.8,69.0,1,4095,0
2026-04-25 23:25:10,29.8,69.0,1,4095,0
2026-04-25 23:25:13,29.8,69.0,1,4095,0
2026-04-25 23:25:17,29.8,69.0,1,4095,0
2026-04-25 23:25:20,29.8,69.0,1,4095,0
2026-04-25 23:25:23,29.8,69.0,1,4095,0
2026-04-25 23:25:26,29.8,69.0,1,4095,0
2026-04-25 23:25:29,29.8,69.0,1,4095,0
2026-04-25 23:25:32,29.8,69.0,1,4095,0
2026-04-25 23:25:35,29.8,69.0,1,4095,0
2026-04-25 23:25:39,29.8,69.0,1,4095,0
2026-04-25 23:25:42,29.8,69.0,1,4095,0
2026-04-25 23:25:45,29.8,69.0,1,4095,0
2026-04-25 23:25:48,29.8,69.0,1,4095,0
2026-04-25 23:25:51,29.8,69.0,1,4095,0
2026-04-25 23:25:54,29.8,69.0,1,4095,0
2026-04-25 23:25:58,29.8,69.0,1,4095,0
2026-04-25 23:26:01,29.8,69.0,1,4095,0
2026-04-25 23:26:04,29.8,69.0,1,4095,0
2026-04-25 23:26:07,29.8,69.0,1,4095,0
2026-04-25 23:26:10,29.8,69.0,1,4095,0
2026-04-25 23:26:13,29.8,69.0,1,4095,0
2026-04-25 23:26:16,29.8,69.0,1,4095,0
2026-04-25 23:26:20,29.8,69.0,1,4095,0
2026-04-25 23:26:23,29.8,69.0,1,4095,0
2026-04-25 23:26:26,29.8,69.0,1,4095,0
2026-04-25 23:26:29,29.8,69.0,1,4095,0
2026-04-25 23:26:32,29.8,69.0,1,4095,0
2026-04-25 23:26:35,29.8,69.0,1,4095,0
2026-04-25 23:26:38,29.8,69.0,1,4095,0
2026-04-25 23:26:41,29.8,69.0,1,4095,0
2026-04-25 23:26:45,29.8,69.0,1,4095,0
2026-04-25 23:26:48,29.8,69.0,1,4095,0
2026-04-25 23:26:51,29.8,69.0,1,4095,0
2026-04-25 23:26:54,29.8,69.0,1,4095,0
2026-04-25 23:26:57,29.8,69.0,1,4095,0
2026-04-25 23:27:00,29.8,69.0,1,4095,0
2026-04-25 23:27:03,29.8,69.0,1,4095,0
2026-04-25 23:27:06,29.8,69.0,1,4095,0
2026-04-25 23:27:10,29.8,69.0,1,4095,0
2026-04-25 23:27:13,29.8,69.0,1,4095,0
2026-04-25 23:27:16,29.8,69.0,1,4095,0
2026-04-25 23:27:19,29.8,69.0,1,4095,0
2026-04-25 23:27:22,29.8,69.0,1,4095,0
2026-04-25 23:27:25,29.8,69.0,1,4095,0
2026-04-25 23:27:29,29.8,69.0,1,4095,0
2026-04-25 23:27:32,29.8,69.0,1,4095,0
2026-04-25 23:27:35,29.8,69.0,1,4095,0
2026-04-25 23:27:38,29.8,69.0,1,4095,0
2026-04-25 23:27:41,29.8,69.0,1,3999,0
2026-04-25 23:27:44,29.8,69.0,1,4095,0
2026-04-25 23:27:48,29.8,69.0,1,4095,0
2026-04-25 23:27:51,29.8,69.0,1,4095,0
2026-04-25 23:27:54,29.8,69.0,1,4095,0
2026-04-25 23:27:57,29.8,69.0,1,4095,0
2026-04-25 23:28:00,29.8,69.0,1,4095,0
2026-04-25 23:28:03,29.8,69.0,1,4095,0
2026-04-25 23:28:07,29.8,69.0,1,4095,0
2026-04-25 23:28:10,29.8,69.0,1,4095,0
2026-04-25 23:28:13,29.8,69.0,1,4095,0
2026-04-25 23:28:16,29.8,69.0,1,4095,0
2026-04-25 23:28:19,29.8,69.0,1,4095,0
2026-04-25 23:28:22,29.8,69.0,1,4095,0
2026-04-25 23:28:25,29.8,69.0,1,4095,0
2026-04-25 23:28:28,29.8,69.0,1,4095,0
2026-04-25 23:28:31,29.8,69.0,1,4095,0
2026-04-25 23:28:35,29.8,70.0,1,4095,0
2026-04-25 23:28:38,29.8,70.0,1,4095,0
2026-04-25 23:28:41,29.8,70.0,1,4095,0
2026-04-25 23:28:44,29.8,70.0,1,4095,0
